Gender,Age,Education,Marital_Status,Employment_Status,Annual_Income,Co_Applicant_Income,State,Family_Members,Loan_Types,Savings_Balance,Existing_Loans,Home_Ownership,Mortgage,Loan_Amount,Loan_Term,Interest_Rate,Credit_History,Previous_Defaults,No_Of_Open_Accounts,Missed_Payments,Property_Area,Property_Value,Loan_Approveled
Female,23,Graduate,Married,Employed,208000,0,Mizoram,8,Home Loan,21040,1,Rent,Apartment/Flat,1198180,319,8.96,Good,0,9,0,Urban,2558900,0
Female,74,Graduate,Married,Employed,489800,0,Jharkhand,7,Home Loan,356340,0,Rent,Apartment/Flat,1349630,193,10.18,Good,0,4,0,Urban,2239900,0
Male,25,Undergraduate,Single,Self-employed,636700,0,Andaman and Nicobar Islands,9,Home Loan,44750,2,Rent,Apartment/Flat,2617730,109,8.47,Good,1,11,0,Semi-urban,2711600,0
Male,54,Undergraduate,Married,Self-employed,409900,80700,Gujarat,0,Gold Loan,152300,3,Family,Gold,521940,18,12.23,Good,0,6,0,Urban,1701400,1
Male,76,Undergraduate,Married,Unemployed,108300,0,Nagaland,1,Personal Loan,6090,1,Rent,Gold,117380,43,12.15,Good,0,5,0,Urban,91700,1
Male,59,Graduate,Married,Employed,502500,199700,Ladakh,9,Home Loan,82880,3,Family,Apartment/Flat,812290,165,6.0,Good,0,13,1,Urban,2353000,1
Male,77,Graduate,Married,Employed,339200,0,Tripura,8,Home Loan,128670,3,Family,Apartment/Flat,595830,60,12.94,Bad,0,9,5,Urban,811700,0
Male,39,Graduate,Single,Employed,162100,0,Dadra and Nagar Haveli and Daman and Diu,9,Car Loan / Vehicle Loan,93350,2,Rent,Car / Vehicle,341330,73,10.5,Good,0,15,0,Urban,143300,1
Female,37,Graduate,Single,Employed,140000,0,Haryana,9,Home Loan,77440,1,Rent,House,7601300,180,7.54,Good,0,9,0,Urban,2646200,0
Female,38,Undergraduate,Single,Employed,200400,0,Andhra Pradesh,2,Personal Loan,96010,0,Rent,Vehicle,88350,47,13.91,Good,0,10,1,Urban,246100,1
Female,40,Graduate,Single,Employed,750200,145900,Chandigarh,1,Personal Loan,392760,1,Own,Home,212030,22,15.05,Bad,2,12,5,Urban,132500,0
Female,61,Graduate,Single,Employed,934800,0,Rajasthan,3,Home Loan,523640,1,Own,Apartment/Flat,4458490,334,10.23,Good,1,10,0,Urban,3295400,0
Male,46,Undergraduate,Married,Employed,193300,94800,Andaman and Nicobar Islands,10,Home Loan,33980,1,Rent,Apartment/Flat,1073270,264,6.0,Good,0,12,0,Semi-urban,1023700,0
Male,64,Graduate,Single,Employed,451000,229800,Dadra and Nagar Haveli and Daman and Diu,5,Education Loan,91390,1,Family,Agricultural Land,733770,142,15.33,Bad,0,6,0,Semi-urban,107100,1
Female,44,Graduate,Married,Employed,460400,0,Maharashtra,0,Credit Card Loan,217470,1,Rent,Home,31290,17,18.81,Good,0,1,2,Semi-urban,187300,1
Female,37,Not Graduate,Single,Self-employed,160100,0,Bihar,8,Personal Loan,105610,1,Rent,Home,215230,55,7.93,Good,0,9,0,Urban,99600,1
Male,29,Graduate,Single,Employed,598900,0,Lakshadweep,9,Personal Loan,144610,2,Rent,Home,74580,39,8.12,Good,0,9,0,Semi-urban,57000,1
Male,52,Not Graduate,Married,Employed,448900,90000,Karnataka,1,Wedding Loan,79490,1,Rent,Home,583990,39,11.47,Good,0,9,0,Urban,285900,0
Male,74,Graduate,Divorced,Employed,600000,185400,Goa,6,Consumer Durable Loan,103430,0,Own,Home,53930,5,15.18,Good,0,6,0,Urban,291100,1
Male,72,Graduate,Married,Employed,510900,0,Rajasthan,8,Car Loan / Vehicle Loan,71390,1,Family,Car / Vehicle,220220,15,12.22,Good,0,7,0,Urban,70100,1
Male,33,Undergraduate,Single,Employed,111100,144500,Andhra Pradesh,10,Business Loan,43820,3,Family,Commercial Property,911800,153,15.26,Bad,2,8,1,Rural,1234800,0
Male,48,Graduate,Married,Employed,980100,0,Assam,6,Personal Loan,657180,1,Family,Home,691930,18,16.6,Bad,4,0,5,Urban,396600,0
Female,62,Undergraduate,Single,Employed,541700,100300,West Bengal,3,Personal Loan,216230,3,Rent,Other,90670,59,8.93,Good,0,3,1,Urban,95400,1
Female,56,Graduate,Married,Employed,616200,84400,Bihar,10,Education Loan,164450,0,Own,Agricultural Land,1237590,171,10.68,Good,0,10,1,Urban,251300,1
Female,22,Undergraduate,Married,Employed,121400,0,Sikkim,3,Gold Loan,152470,1,Rent,Gold,79110,11,8.03,Good,0,9,0,Semi-urban,2594300,1
Female,55,Graduate,Single,Self-employed,375200,278600,Mizoram,6,Business Loan,102180,0,Rent,Commercial Property,484410,64,18.74,Bad,2,15,7,Urban,3303000,1
Female,20,Undergraduate,Married,Employed,220100,199000,Bihar,9,Home Loan,181980,0,Rent,Apartment/Flat,2887030,303,9.05,Good,0,10,0,Semi-urban,1336800,0
Male,25,Undergraduate,Married,Employed,374200,289000,Ladakh,5,Gold Loan,42970,1,Rent,Gold,55950,18,6.94,Good,0,13,0,Urban,1048400,1
Female,59,Undergraduate,Single,Unemployed,323400,108100,Goa,7,Home Loan,105650,1,Rent,House,7766830,359,12.45,Bad,1,9,2,Urban,6836100,0
Male,24,Graduate,Single,Employed,164200,0,Telangana,9,Education Loan,20570,1,Rent,Agricultural Land,807580,66,11.97,Bad,0,7,1,Semi-urban,46300,0
Female,39,Undergraduate,Married,Self-employed,306000,0,Chhattisgarh,6,Home Loan,40290,1,Rent,Apartment/Flat,679240,316,6.0,Good,0,5,0,Urban,2270700,1
Male,55,Undergraduate,Married,Employed,124400,0,Sikkim,4,Gold Loan,17930,0,Family,Gold,91490,15,9.39,Good,0,6,0,Urban,2008900,1
Female,59,Graduate,Single,Unemployed,60000,0,Gujarat,7,Business Loan,17420,0,Rent,Commercial Property,402230,94,16.05,Bad,0,10,3,Semi-urban,4036600,0
Female,46,Undergraduate,Single,Employed,476600,106500,Delhi,4,Home Loan,90890,1,Rent,Apartment/Flat,6492750,107,9.13,Good,0,3,0,Rural,2361200,0
Male,23,Graduate,Divorced,Employed,148200,235200,Mizoram,7,Home Loan,7820,0,Rent,Apartment/Flat,3189370,68,11.12,Bad,0,6,3,Urban,586900,0
Male,68,Graduate,Single,Unemployed,60000,0,Andhra Pradesh,0,Personal Loan,11700,2,Rent,Home,67070,43,10.62,Good,0,5,1,Semi-urban,241300,0
Male,77,Undergraduate,Divorced,Employed,207600,57700,Arunachal Pradesh,0,Gold Loan,34780,2,Rent,Gold,423640,26,7.73,Good,0,9,1,Urban,4222300,1
Female,73,Graduate,Married,Employed,594100,0,Punjab,5,Home Loan,40530,0,Rent,Apartment/Flat,1150100,293,10.42,Bad,0,14,5,Semi-urban,2307600,0
Female,65,Graduate,Single,Self-employed,662900,167200,Odisha,1,Car Loan / Vehicle Loan,263240,2,Own,Car / Vehicle,1526200,60,13.55,Bad,0,7,1,Semi-urban,127000,1
Male,43,Undergraduate,Single,Self-employed,148600,0,Kerala,8,Home Loan,69940,2,Rent,Apartment/Flat,5854890,300,7.69,Good,1,2,0,Semi-urban,1726100,0
Female,73,Undergraduate,Married,Employed,776900,0,Sikkim,1,Home Loan,351760,0,Own,Apartment/Flat,3993490,346,13.15,Bad,0,10,3,Urban,1696000,0
Male,48,Graduate,Married,Employed,316900,0,Andaman and Nicobar Islands,5,Credit Card Loan,342210,0,Rent,Home,29750,22,13.02,Good,1,13,1,Urban,257300,1
Male,26,Graduate,Single,Employed,307400,0,Uttarakhand,1,Car Loan / Vehicle Loan,34630,1,Rent,Car / Vehicle,1038410,47,12.77,Bad,0,7,2,Semi-urban,123300,0
Male,71,Graduate,Single,Unemployed,159800,0,Uttarakhand,10,Personal Loan,18360,0,Rent,Home,220540,10,11.58,Good,0,4,1,Semi-urban,63800,1
Female,38,Undergraduate,Married,Employed,297000,0,Lakshadweep,9,Home Loan,79880,1,Rent,House,766290,305,14.03,Bad,1,5,2,Semi-urban,1265400,0
Male,77,Graduate,Married,Employed,293900,0,Haryana,0,Farm Equipment Loan,73870,0,Rent,Farm Equipment,379010,55,12.51,Good,0,2,0,Urban,1560100,1
Male,41,Undergraduate,Married,Employed,316500,0,Assam,4,Credit Card Loan,97360,1,Rent,Home,10500,8,13.02,Good,0,10,0,Urban,96900,1
Male,72,Undergraduate,Single,Employed,456500,290000,Chhattisgarh,10,Gold Loan,246320,0,Rent,Gold,315080,25,12.93,Good,0,12,1,Semi-urban,1090200,1
Female,51,Not Graduate,Married,Employed,264600,0,Arunachal Pradesh,5,Consumer Durable Loan,59610,1,Family,Home,105660,7,9.91,Good,0,6,0,Urban,235700,0
Male,47,Graduate,Married,Employed,481600,0,Karnataka,9,Car Loan / Vehicle Loan,304190,0,Rent,Car / Vehicle,552380,56,7.92,Good,0,2,1,Rural,132800,1
Female,36,Graduate,Single,Employed,651400,0,Goa,0,Home Loan,97160,1,Own,Land/Plot,741680,213,7.27,Good,0,11,0,Urban,8899900,1
Female,70,Graduate,Divorced,Employed,379700,147100,Ladakh,4,Gold Loan,69970,1,Rent,Gold,56460,21,14.23,Bad,1,8,2,Semi-urban,1383900,1
Female,21,Graduate,Married,Employed,313200,0,Madhya Pradesh,9,Personal Loan,35600,0,Rent,Vehicle,624110,45,14.09,Good,0,8,0,Urban,220000,1
Male,47,Graduate,Single,Employed,405800,146600,Haryana,2,Car Loan / Vehicle Loan,7320,1,Rent,Car / Vehicle,829480,28,10.69,Good,0,6,0,Urban,120000,1
Female,41,Not Graduate,Married,Employed,526600,0,Odisha,0,Gold Loan,35890,0,Rent,Gold,78880,25,13.37,Good,0,9,0,Rural,467900,1
Male,52,Graduate,Married,Self-employed,247700,0,Meghalaya,8,Education Loan,140110,1,Rent,Agricultural Land,1250600,149,10.93,Good,0,13,0,Semi-urban,340300,0
Male,34,Graduate,Married,Employed,690600,0,Andhra Pradesh,0,Business Loan,461220,2,Rent,Commercial Property,3052760,84,13.87,Good,0,6,1,Urban,2403600,0
Male,59,Undergraduate,Single,Employed,293800,386400,Lakshadweep,3,Business Loan,29190,1,Rent,Land/Plot,510820,56,13.57,Bad,0,9,1,Rural,1003500,1
Male,42,Not Graduate,Married,Employed,785900,75400,Tripura,8,Personal Loan,457720,1,Own,Home,85060,8,6.0,Good,0,11,0,Urban,400100,1
Female,29,Graduate,Married,Self-employed,404100,73400,Chandigarh,9,Personal Loan,16010,0,Rent,Home,122670,17,15.09,Good,0,0,2,Semi-urban,246500,1
Other,30,Undergraduate,Married,Employed,383900,169900,Lakshadweep,1,Personal Loan,46500,0,Rent,Home,508800,51,12.64,Good,1,5,0,Urban,133400,0
Female,61,Undergraduate,Single,Unemployed,114600,156800,Delhi,5,Car Loan / Vehicle Loan,21790,1,Rent,Vehicle,1585870,39,12.37,Good,0,9,1,Rural,197600,0
Male,34,Graduate,Single,Employed,490200,0,Himachal Pradesh,8,Consumer Durable Loan,314840,1,Rent,Home,132990,24,6.0,Good,0,8,0,Rural,57000,1
Female,37,Undergraduate,Divorced,Employed,423900,0,West Bengal,4,Home Loan,497160,2,Rent,House,1135140,143,11.58,Good,0,10,0,Urban,2399700,1
Female,57,Graduate,Married,Employed,454900,0,Andhra Pradesh,3,Business Loan,86820,0,Family,Land/Plot,1079270,168,15.64,Good,0,5,0,Urban,3215300,1
Male,38,Graduate,Single,Employed,568700,0,Maharashtra,5,Car Loan / Vehicle Loan,148840,1,Rent,Car / Vehicle,663510,28,17.5,Bad,0,13,1,Semi-urban,71200,1
Male,42,Graduate,Married,Unemployed,60000,189000,West Bengal,8,Home Loan,38140,0,Rent,Apartment/Flat,2754030,358,8.07,Bad,0,8,2,Urban,713400,0
Female,33,Graduate,Single,Employed,230200,0,Uttar Pradesh,0,Home Loan,384320,2,Rent,Land/Plot,1773760,318,6.0,Good,0,5,0,Urban,1964400,0
Male,39,Undergraduate,Married,Self-employed,337900,0,West Bengal,0,Business Loan,241620,0,Rent,Land/Plot,207650,125,8.59,Good,0,6,0,Semi-urban,1456500,1
Male,61,Undergraduate,Married,Unemployed,165100,48200,West Bengal,1,Home Loan,17330,1,Family,Apartment/Flat,3444320,351,8.84,Good,1,11,2,Urban,1163700,0
Female,51,Graduate,Single,Self-employed,916100,155200,Arunachal Pradesh,3,Personal Loan,510360,3,Rent,Home,210250,30,12.67,Good,0,7,0,Rural,68500,1
Male,80,Undergraduate,Married,Employed,342500,0,Rajasthan,3,Car Loan / Vehicle Loan,56470,2,Rent,Other,691420,72,8.77,Good,1,3,0,Semi-urban,26100,1
Male,66,Graduate,Divorced,Self-employed,433000,0,Tamil Nadu,5,Education Loan,367160,2,Rent,Gold,1427600,109,10.92,Good,0,8,1,Urban,115900,1
Female,19,Graduate,Married,Employed,323700,370900,Goa,3,Personal Loan,148480,1,Rent,Home,1244000,36,10.71,Good,1,11,1,Urban,309700,0
Female,41,Undergraduate,Married,Employed,604200,0,Himachal Pradesh,6,Medical Loan,73690,2,Rent,Home,300470,22,10.63,Good,0,1,1,Rural,82100,1
Female,36,Graduate,Married,Employed,533800,0,Nagaland,3,Car Loan / Vehicle Loan,357240,0,Rent,Fixed Deposit,211820,59,9.34,Good,0,7,2,Urban,127300,1
Female,55,Undergraduate,Married,Unemployed,115100,0,Tamil Nadu,9,Car Loan / Vehicle Loan,48580,1,Rent,Car / Vehicle,482900,17,6.75,Good,1,7,0,Rural,44000,0
Female,34,Graduate,Single,Self-employed,1493900,142000,Dadra and Nagar Haveli and Daman and Diu,3,Home Loan,568020,3,Rent,Apartment/Flat,4115010,277,10.08,Bad,0,14,1,Urban,1666600,0
Female,78,Undergraduate,Married,Employed,411200,0,Uttarakhand,2,Personal Loan,116440,0,Family,Home,1232160,41,10.79,Good,0,10,1,Urban,53200,0
Female,36,Graduate,Single,Self-employed,436600,172800,Puducherry,9,Business Loan,79390,0,Rent,Commercial Property,493770,56,9.59,Good,0,6,0,Semi-urban,1296600,1
Female,50,Graduate,Single,Employed,1185500,191300,Himachal Pradesh,7,Home Loan,537010,0,Rent,Apartment/Flat,719410,292,6.47,Good,0,0,0,Urban,3830300,1
Male,25,Undergraduate,Married,Self-employed,515900,0,Manipur,0,Wedding Loan,830020,2,Rent,Home,1000610,47,12.13,Good,1,6,1,Urban,83300,1
Female,75,Undergraduate,Married,Employed,580800,184500,Jharkhand,1,Home Loan,738960,2,Rent,House,1131350,63,6.0,Good,0,6,0,Semi-urban,1606400,0
Female,75,Graduate,Single,Employed,299600,138500,Jammu and Kashmir,0,Credit Card Loan,71460,0,Rent,Home,44650,8,17.68,Good,0,4,0,Urban,124500,0
Male,68,Not Graduate,Single,Employed,314100,0,Tamil Nadu,8,Education Loan,16130,0,Family,Agricultural Land,781240,137,12.57,Good,0,15,0,Urban,54800,0
Female,40,Graduate,Single,Self-employed,568100,0,Odisha,6,Business Loan,101340,1,Rent,Land/Plot,299980,13,10.27,Good,0,11,0,Urban,1521900,1
Female,21,Graduate,Single,Unemployed,203600,89900,Rajasthan,10,Personal Loan,63260,0,Rent,Home,61560,21,12.14,Good,0,9,1,Urban,37400,1
Male,62,Graduate,Divorced,Employed,2492000,144300,Kerala,3,Education Loan,865490,3,Rent,Fixed Deposit,162370,36,10.78,Good,0,3,0,Urban,144000,1
Male,45,Undergraduate,Married,Employed,251700,139500,Delhi,0,Home Loan,142770,2,Rent,Apartment/Flat,1434270,314,14.96,Bad,2,11,1,Urban,995400,0
Male,80,Undergraduate,Single,Employed,629100,0,Tamil Nadu,5,Car Loan / Vehicle Loan,310900,1,Own,Car / Vehicle,860260,41,9.48,Good,0,11,0,Rural,80000,1
Male,61,Undergraduate,Divorced,Self-employed,274300,0,Odisha,0,Credit Card Loan,137170,2,Family,Home,69820,27,17.39,Good,0,9,0,Urban,50300,1
Male,51,Undergraduate,Single,Employed,367500,0,Uttar Pradesh,1,Home Loan,61210,1,Family,Apartment/Flat,813270,354,9.69,Good,0,7,2,Urban,1039600,1
Male,80,Graduate,Married,Employed,305300,0,Andaman and Nicobar Islands,8,Credit Card Loan,55540,1,Rent,Home,110260,27,16.53,Bad,0,2,3,Rural,150900,0
Male,68,Graduate,Married,Employed,1232200,0,Manipur,4,Car Loan / Vehicle Loan,143400,0,Own,Car / Vehicle,362470,51,7.22,Good,0,8,1,Semi-urban,107200,1
Male,46,Graduate,Married,Employed,508800,54300,Uttarakhand,9,Car Loan / Vehicle Loan,173170,0,Rent,Car / Vehicle,1432550,33,6.84,Good,0,4,0,Urban,65500,1
Female,19,Undergraduate,Single,Unemployed,60000,0,Andaman and Nicobar Islands,5,Education Loan,33140,0,Rent,Agricultural Land,1145800,160,6.0,Good,0,2,0,Rural,68000,0
Female,23,Graduate,Married,Employed,243400,169200,Telangana,7,Home Loan,158250,0,Rent,Apartment/Flat,7765780,289,10.76,Bad,1,3,2,Rural,1309400,0
Male,45,Undergraduate,Married,Employed,430300,0,Chhattisgarh,9,Personal Loan,15990,3,Family,Home,77860,56,11.43,Good,0,11,0,Semi-urban,216900,1
Male,53,Undergraduate,Married,Employed,493300,0,Gujarat,5,Startup Loan,198700,1,Rent,Other,1997290,165,9.11,Good,0,2,1,Semi-urban,2072800,0
Male,19,Undergraduate,Single,Employed,110000,0,Arunachal Pradesh,3,Home Loan,13210,2,Rent,Apartment/Flat,2470550,318,6.45,Good,0,3,0,Semi-urban,1975300,0
Male,25,Graduate,Married,Employed,100800,0,Jharkhand,8,Home Loan,44680,0,Family,Apartment/Flat,1053830,271,6.0,Good,0,3,1,Rural,983300,0
Male,62,Graduate,Married,Employed,237100,0,Goa,9,Home Loan,28330,2,Rent,House,1385550,197,10.13,Good,0,14,1,Urban,1337300,0
Male,65,Not Graduate,Married,Self-employed,132800,0,Rajasthan,3,Personal Loan,66070,0,Rent,Home,117580,6,11.54,Good,0,6,0,Rural,39800,1
Male,19,Undergraduate,Married,Employed,178500,113800,Jammu and Kashmir,9,Consumer Durable Loan,29400,0,Rent,Home,28470,19,12.24,Good,0,5,2,Urban,127300,0
Female,49,Graduate,Married,Employed,302400,0,Assam,10,Startup Loan,50660,0,Rent,Other,308500,65,10.13,Good,0,4,0,Semi-urban,1963000,1
Male,23,Undergraduate,Married,Employed,324900,185000,Karnataka,2,Car Loan / Vehicle Loan,170820,0,Rent,Fixed Deposit,767400,32,8.67,Good,0,7,0,Rural,136500,1
Female,63,Not Graduate,Single,Employed,337000,0,Arunachal Pradesh,9,Home Loan,59920,2,Rent,Apartment/Flat,1013810,286,11.03,Bad,0,12,3,Urban,1447000,0
Male,70,Graduate,Single,Employed,179300,243200,Bihar,0,Home Loan,106740,0,Family,Apartment/Flat,7506480,260,6.0,Good,0,10,0,Urban,1959900,0
Male,72,Not Graduate,Married,Self-employed,257000,0,Arunachal Pradesh,9,Car Loan / Vehicle Loan,128620,0,Rent,Car / Vehicle,657660,17,9.52,Good,0,2,0,Semi-urban,397300,1
Female,55,Graduate,Single,Employed,153100,0,Sikkim,9,Personal Loan,38720,1,Rent,Home,228060,56,10.26,Good,0,6,0,Semi-urban,183700,1
Male,57,Not Graduate,Married,Self-employed,171600,0,Ladakh,9,Business Loan,33000,2,Rent,Commercial Property,711910,77,7.54,Good,0,14,1,Semi-urban,1053700,0
Female,76,Graduate,Married,Employed,375700,0,Uttarakhand,3,Home Loan,288310,0,Rent,Land/Plot,5748100,257,6.66,Good,0,9,0,Rural,949900,0
Female,56,Graduate,Married,Employed,292500,0,Tripura,10,Credit Card Loan,157070,1,Rent,Home,19030,34,13.93,Good,0,5,2,Urban,116200,1
Female,46,Graduate,Single,Employed,1258900,0,Goa,6,Personal Loan,1294980,1,Own,Home,115360,18,9.64,Good,1,9,1,Semi-urban,90400,0
Male,65,Undergraduate,Married,Self-employed,648200,32100,Dadra and Nagar Haveli and Daman and Diu,0,Business Loan,44440,1,Own,Land/Plot,917440,73,18.58,Bad,2,14,2,Semi-urban,2724100,0
Female,55,Not Graduate,Married,Employed,246500,0,Rajasthan,9,Business Loan,54070,3,Rent,Commercial Property,326920,130,13.62,Good,0,10,1,Urban,2261500,1
Male,71,Graduate,Married,Self-employed,1176500,0,Lakshadweep,9,Business Loan,225940,3,Rent,Commercial Property,374190,66,11.09,Good,1,4,1,Urban,2857200,0
Male,51,Graduate,Married,Employed,287900,0,Manipur,3,Gold Loan,119900,2,Rent,Gold,74180,31,15.0,Bad,1,5,6,Semi-urban,1177400,1
Male,72,Graduate,Single,Employed,409800,0,Uttar Pradesh,2,Car Loan / Vehicle Loan,53020,0,Family,Car / Vehicle,327470,16,9.29,Good,1,7,0,Semi-urban,253900,1
Female,20,Graduate,Married,Employed,335200,0,Nagaland,6,Home Loan,48540,3,Rent,Apartment/Flat,1249800,233,7.86,Good,0,2,0,Semi-urban,1941800,0
Female,20,Undergraduate,Single,Employed,90800,0,Odisha,3,Home Loan,25940,0,Rent,House,4595200,135,9.83,Good,0,11,1,Urban,379900,0
Male,24,Graduate,Married,Employed,358600,0,Bihar,7,Personal Loan,22110,0,Rent,Home,134120,48,9.08,Good,1,8,2,Semi-urban,53400,0
Male,53,Not Graduate,Single,Employed,346800,0,Nagaland,4,Wedding Loan,19180,0,Family,Fixed Deposit,1361000,6,9.84,Good,0,9,0,Urban,44000,0
Female,62,Not Graduate,Single,Employed,407900,251600,Gujarat,2,Personal Loan,102840,0,Rent,Home,555260,54,11.16,Good,0,6,0,Urban,492600,1
Female,31,Graduate,Single,Employed,832500,85800,Uttarakhand,2,Gold Loan,1923680,2,Family,Gold,115720,21,7.89,Good,0,9,0,Semi-urban,519000,1
Male,27,Undergraduate,Single,Self-employed,306500,83900,Uttar Pradesh,7,Home Loan,92790,0,Rent,Apartment/Flat,3628900,356,8.81,Good,0,14,0,Semi-urban,879500,0
Male,72,Not Graduate,Married,Self-employed,345200,0,Delhi,4,Education Loan,70610,0,Rent,Agricultural Land,2110070,93,11.88,Good,0,14,3,Rural,170100,0
Female,65,Not Graduate,Married,Employed,129600,0,Mizoram,0,Home Loan,50590,2,Rent,Land/Plot,7042220,179,9.82,Good,0,3,1,Urban,942300,0
Female,58,Undergraduate,Single,Employed,441900,101900,Chandigarh,5,Home Loan,194040,1,Rent,Apartment/Flat,891930,80,9.9,Good,0,5,0,Semi-urban,1476900,1
Female,48,Graduate,Single,Employed,356900,66400,Jammu and Kashmir,8,Home Loan,89050,1,Rent,Apartment/Flat,650700,176,6.04,Good,0,4,0,Rural,2521800,0
Male,44,Graduate,Married,Employed,400200,0,Nagaland,1,Business Loan,64410,1,Rent,Commercial Property,2757390,114,13.92,Bad,0,9,5,Urban,4113100,0
Male,19,Undergraduate,Single,Employed,123600,0,Lakshadweep,2,Car Loan / Vehicle Loan,9740,0,Family,Car / Vehicle,575340,33,15.68,Bad,1,10,2,Semi-urban,122500,0
Male,29,Graduate,Married,Employed,382100,0,West Bengal,3,Farm Equipment Loan,217120,0,Family,Agricultural Land,993120,45,8.33,Good,0,11,2,Rural,2383700,0
Male,74,Undergraduate,Single,Employed,228300,157900,Karnataka,10,Personal Loan,43310,1,Rent,Home,113090,16,10.8,Bad,0,0,3,Urban,95000,1
Female,39,Undergraduate,Married,Employed,344000,0,Nagaland,3,Education Loan,138980,1,Rent,Agricultural Land,1334500,116,12.04,Bad,0,15,6,Semi-urban,62200,0
Male,62,Graduate,Divorced,Employed,277400,176900,Bihar,9,Business Loan,178580,0,Rent,Commercial Property,544810,81,10.56,Good,0,10,0,Semi-urban,621400,0
Female,62,Graduate,Single,Employed,182900,0,Maharashtra,7,Business Loan,39550,1,Family,Commercial Property,288910,19,17.62,Bad,1,5,5,Urban,2001200,0
Female,37,Graduate,Divorced,Employed,302000,0,Madhya Pradesh,10,Home Loan,25850,0,Rent,Land/Plot,2987340,182,14.3,Bad,1,6,2,Rural,1121400,0
Female,30,Not Graduate,Married,Employed,232800,165600,Karnataka,6,Home Loan,53690,0,Rent,House,3938680,253,12.32,Bad,2,6,1,Urban,4652700,1
Female,61,Graduate,Divorced,Self-employed,350100,179700,Madhya Pradesh,3,Home Loan,85460,2,Rent,Apartment/Flat,627770,201,8.03,Good,1,9,0,Urban,2201800,1
Female,23,Graduate,Married,Employed,255400,82100,Arunachal Pradesh,7,Gold Loan,104920,0,Rent,Gold,81040,33,14.54,Bad,3,8,9,Urban,3319800,1
Male,49,Not Graduate,Married,Employed,232800,196400,Mizoram,0,Home Loan,40730,0,Family,Apartment/Flat,3332740,185,6.0,Good,0,14,0,Rural,1449000,0
Male,73,Undergraduate,Married,Self-employed,243000,0,Haryana,8,Education Loan,40810,1,Family,Agricultural Land,581620,60,7.55,Good,0,9,0,Urban,43300,0
Male,62,Undergraduate,Married,Employed,534800,33600,Himachal Pradesh,2,Car Loan / Vehicle Loan,108610,1,Rent,Car / Vehicle,336050,62,6.33,Good,0,5,0,Semi-urban,182500,1
Other,66,Undergraduate,Single,Employed,275100,120300,Uttarakhand,7,Wedding Loan,102400,2,Rent,Home,178080,30,15.26,Bad,3,8,5,Urban,119500,0
Female,23,Graduate,Married,Self-employed,317600,0,Delhi,6,Business Loan,180370,0,Rent,Commercial Property,437180,134,12.62,Bad,0,10,0,Urban,2478700,1
Male,30,Not Graduate,Married,Employed,80800,0,Gujarat,2,Consumer Durable Loan,144450,0,Rent,Home,128740,8,12.22,Good,0,2,0,Semi-urban,127300,1
Male,35,Not Graduate,Single,Unemployed,71300,187700,Rajasthan,5,Education Loan,92230,1,Rent,Vehicle,260260,135,11.44,Good,0,2,1,Urban,149500,1
